ISO,year,country.name,region,Subscriptors.per100,GPDperCapita,years.with.network
CHN,2010,China,East Asia,63.170278018813,7487.378,24
COL,2010,Colombia,South America,95.764552577018,9498.858,17
COM,2010,Comoros,Sub-Saharan Africa,24.195959190784,1193.92,8
COD,2010,Congo,Sub-Saharan Africa,17.918904789975,541.039,16
COG,2010,Congo,Sub-Saharan Africa,90.442747126199,4387.142,15
CRI,2010,Costa Rica,Central America,66.993212604276,11336.965,19
HRV,2010,Croatia,Eastern Europe,113.6081449009,17785.161,21
CYP,2010,Cyprus,Wester Europe,93.692584387756,27330.924,23
CZE,2010,Czech Republic,Eastern Europe,122.55511123539,25987.272,20
DNK,2010,Denmark,Wester Europe,115.68694999155,35946.021,29
DJI,2010,Djibouti,Middle East and North Africa,19.856816732131,2462.864,15
DMA,2010,Dominica,Caribbean,148.3370101311,13580.782,15
DOM,2010,Dominican Republic,Caribbean,88.778708403495,8785.15,21
ECU,2010,Ecuador,South America,98.531158306553,8513.92,17
EGY,2010,Egypt,Middle East and North Africa,87.105605119123,6288.515,24
SLV,2010,El Salvador,Central America,123.83555034861,6855.358,18
GNQ,2010,Equatorial Guinea,Sub-Saharan Africa,57.355490852051,23410.223,15
ERI,2010,Eritrea,Sub-Saharan Africa,3.2271358448704,627.791,7
EST,2010,Estonia,Former Soviet Republics,127.28278757644,18373.797,20
ETH,2010,Ethiopia,Sub-Saharan Africa,7.8695423234239,1047.151,12
FJI,2010,Fiji,Australia and Oceania,81.100772869728,4570.176,17
FIN,2010,Finland,Wester Europe,156.30551151118,34167.811,31
FRA,2010,France,Wester Europe,91.38732972596,33682.551,25
GAB,2010,Gabon,Sub-Saharan Africa,106.94384385402,16167.041,19
GMB,2010,Gambia,Sub-Saharan Africa,87.96333539604,1886.94,19
GEO,2010,Georgia,Former Soviet Republics,90.647926913687,5019.768,16
DEU,2010,Germany,Wester Europe,106.48369587659,35797.006,26
GHA,2010,Ghana,Sub-Saharan Africa,71.866711239517,2708.733,19
GRC,2010,Greece,Wester Europe,110.64551850995,27146.879,18
GRD,2010,Grenada,Caribbean,116.49741586022,13107.54,21
GTM,2010,Guatemala,Central America,125.9831555472,4862.512,21
GIN,2010,Guinea,Sub-Saharan Africa,36.778115697148,1040.078,18
GNB,2010,Guinea-Bissau,Sub-Saharan Africa,47.187742538397,1170.761,8
GUY,2010,Guyana,South America,71.28590073347,6923.653,19
HTI,2010,Haiti,Caribbean,40.418738126996,1149.806,13
HND,2010,Honduras,Central America,124.71875834842,4414.6,15
HKG,2010,Hong Kong,East Asia,195.66921918305,46944.74,27
HUN,2010,Hungary,Wester Europe,119.94271782101,18611.375,21
ISL,2010,Iceland,Wester Europe,106.54128245496,36833.873,25
IND,2010,India,South Asia,61.422603297699,3457.134,16
IDN,2010,Indonesia,East Asia,87.790144932522,4315.771,27
IRN,2010,Iran,Middle East and North Africa,73.06896254787,12677.419,17
IRQ,2010,Iraq,Middle East and North Africa,75.137660606194,6083.37,9
IRL,2010,Ireland,Wester Europe,105.18074229849,38610.438,26
ISR,2010,Israel,Middle East and North Africa,122.783667872,31557.932,21
ITA,2010,Italy,Wester Europe,154.79700880091,30130.919,26
CIV,2010,Cote d'Ivoire,Sub-Saharan Africa,82.201521158598,1669.082,15
JAM,2010,Jamaica,Caribbean,116.08663389093,8600.746,20
JPN,2010,Japan,East Asia,97.432511653608,33980.525,30
JOR,2010,Jordan,Middle East and North Africa,106.99461972221,5716.886,21
KAZ,2010,Kazakhstan,Former Soviet Republics,121.86700099811,11928.946,17
KEN,2010,Kenya,Sub-Saharan Africa,61.632283441516,1619.144,19
KIR,2010,Kiribati,Australia and Oceania,10.643320675868,5925.12,13
KWT,2010,Kuwait,Middle East and North Africa,133.0114855695,35973.643,25
KGZ,2010,Kyrgyz Republic,Former Soviet Republics,98.898696211238,2200.523,13
LAO,2010,Lao People's Democratic Republic,East Asia,64.561577733791,2446.182,19
LVA,2010,Latvia,Former Soviet Republics,110.31231957232,15108.637,19
LBN,2010,Lebanon,Middle East and North Africa,65.966443466298,13872.823,16
LSO,2010,Lesotho,Sub-Saharan Africa,45.476894678716,1844.806,15
LBR,2010,Liberia,Sub-Saharan Africa,39.699645527149,571.132,11
LBY,2010,Libyan Arab Jamahiriya,Middle East and North Africa,180.44529262929,15713.094,14
LTU,2010,Lithuania,Former Soviet Republics,147.15858745202,18259.373,19
LUX,2010,Luxembourg,Wester Europe,143.14264055839,76906.268,26
MKD,2010,Macedonia,Eastern Europe,102.43595329881,9875.252,15
MDG,2010,Madagascar,Sub-Saharan Africa,37.22983675777,942.174,17
MWI,2010,Malawi,Sub-Saharan Africa,20.763471001873,814.168,16
MYS,2010,Malaysia,East Asia,119.74429756009,15018.361,25
MDV,2010,Maldives,South Asia,156.49714294759,8216.724,15
MLI,2010,Mali,Sub-Saharan Africa,53.198939994184,1099.066,15
MLT,2010,Malta,Middle East and North Africa,109.37877387369,25362.51,20
MRT,2010,Mauritania,Sub-Saharan Africa,80.237923123858,1906.21,11
MUS,2010,Mauritius,Sub-Saharan Africa,91.666076547216,13997.192,21
MEX,2010,Mexico,North America,77.518263259604,14021.213,23
MDA,2010,Moldova,Former Soviet Republics,88.585330902058,3070.533,16
MNG,2010,Mongolia,East Asia,92.543769431475,3985.212,15
MNE,2010,Montenegro,Eastern Europe,188.68593951084,10942.044,7
MAR,2010,Morocco,Middle East and North Africa,101.07425299504,4740.91,24
MOZ,2010,Mozambique,Sub-Saharan Africa,30.14184555476,905.416,14
MMR,2010,Myanmar,East Asia,1.1438203727541,1435.12,18
NAM,2010,Namibia,Sub-Saharan Africa,89.495251649061,6887.132,16
NPL,2010,Nepal,South Asia,34.252985619915,1325.245,12
NLD,2010,Netherlands,Wester Europe,115.44581865707,40490.272,26
NZL,2010,New Zealand,Australia and Oceania,107.82631310014,27709.959,24
NIC,2010,Nicaragua,Central America,68.454309251484,3869.486,18
NER,2010,Niger,Sub-Saharan Africa,23.650310183379,733.216,14
NGA,2010,Nigeria,Sub-Saharan Africa,54.660949516673,2398.679,18
NOR,2010,Norway,Wester Europe,114.66636740389,51758.012,30
OMN,2010,Oman,Middle East and North Africa,165.54323820682,31067.311,26
PAK,2010,Pakistan,South Asia,57.136880614856,2836.369,21
PAN,2010,Panama,Central America,180.69920350787,12579.015,15
PNG,2010,Papua New Guinea,Australia and Oceania,27.836161502047,2315.399,15
PRY,2010,Paraguay,South America,91.658107215466,5860.454,19
PER,2010,Peru,South America,99.495329057374,9273.447,21
PHL,2010,Philippines,East Asia,88.983617431565,3945.232,20
POL,2010,Poland,Eastern Europe,122.66512020641,18796.158,19
PRT,2010,Portugal,Wester Europe,115.30327507849,23180.904,22
QAT,2010,Qatar,Middle East and North Africa,124.96032206425,90887.396,21
ROU,2010,Romania,Eastern Europe,113.37419427413,11860.121,18
RUS,2010,Russian Federation,Former Soviet Republics,165.50109873829,15550.114,20
RWA,2010,Rwanda,Sub-Saharan Africa,33.40323164381,1266.89,13
KNA,2010,Saint Kitts and Nevis,Caribbean,152.81173594132,15895.663,15
LCA,2010,Saint Lucia,Caribbean,113.74040983089,12493.816,17
VCT,2010,Saint Vincent and the Grenadines,Caribbean,120.55966189762,11180.511,19
WSM,2010,Samoa,Australia and Oceania,91.434938634,5726.313,14
STP,2010,Sao Tome and Principe,Sub-Saharan Africa,62.111162838504,2142.824,9
SAU,2010,Saudi Arabia,Middle East and North Africa,187.86145962964,27074.638,21
SEN,2010,Senegal,Sub-Saharan Africa,64.42744115237,1845.918,17
SRB,2010,Serbia,Eastern Europe,126.03580892956,10309.406,7
SYC,2010,Seychelles,Sub-Saharan Africa,128.92180510482,22657.543,16
SLE,2010,Sierra Leone,Sub-Saharan Africa,34.085858186469,1094.379,11
SGP,2010,Singapore,East Asia,145.39565018018,58018.717,23
SVK,2010,Slovakia (Slovak Republic),Eastern Europe,108.47460481912,22033.547,20
SVN,2010,Slovenia,Eastern Europe,103.2965117864,27452.146,20
SLB,2010,Solomon Islands,Australia and Oceania,21.462497305574,2932.738,17
ZAF,2010,South Africa,Sub-Saharan Africa,100.47709866374,10289.466,22
KOR,2010,Korea,East Asia,104.77424628355,29457.52,25
ESP,2010,Spain,Wester Europe,111.27576699842,29188.894,25
LKA,2010,Sri Lanka,South Asia,83.623954954191,5124.346,21
SDN,2010,Sudan,Sub-Saharan Africa,41.54402900206,2159.932,15
SUR,2010,Suriname,South America,99.27727826882,11109.355,18
SWZ,2010,Swaziland,Sub-Saharan Africa,61.194581031587,5880.202,13
SWE,2010,Sweden,Wester Europe,117.16114934328,37942.823,30
CHE,2010,Switzerland,Wester Europe,123.16091086508,43207.396,24
SYR,2010,Syrian Arab Republic,Middle East and North Africa,54.317520739554,4996.534,12
TJK,2010,Tajikistan,Former Soviet Republics,86.366557793353,1924.617,15
TZA,2010,Tanzania,Sub-Saharan Africa,46.795894920447,1445.487,17
THA,2010,Thailand,East Asia,103.76733483469,8673.676,25
BHS,2010,Bahamas,Caribbean,118.82923067534,29821.289,21
TLS,2010,Timor-Leste,Australia and Oceania,42.070342551952,16925.364,8
TGO,2010,Togo,Sub-Saharan Africa,41.266686055565,949.284,14
TON,2010,Tonga,Australia and Oceania,52.182436717984,7546.405,16
TTO,2010,Trinidad and Tobago,Caribbean,142.62835113452,19595.209,20
TUN,2010,Tunisia,Middle East and North Africa,104.53709286172,9356.205,24
TUR,2010,Turkey,Wester Europe,85.627580123117,13177.761,25
TKM,2010,Turkmenistan,Former Soviet Republics,63.419816957375,6744.785,14
TUV,2010,Tuvalu,Australia and Oceania,16.281672941895,3078.256,7
ARE,2010,United Arab Emirates,Middle East and North Africa,129.43163075634,27519.993,29
UGA,2010,Uganda,Sub-Saharan Africa,37.744383453859,1341.643,16
GBR,2010,United Kingdom of Great Britain & Northern Ireland,Wester Europe,130.75642248471,35348.941,26
UKR,2010,Ukraine,Former Soviet Republics,118.65965413162,6627.221,18
URY,2010,Uruguay,South America,131.58901797222,13909.5,19
USA,2010,United States of America,North America,91.859776202086,48294.15,27
UZB,2010,Uzbekistan,Former Soviet Republics,76.342603392086,2994.769,18
VUT,2010,Vanuatu,Australia and Oceania,71.91524297606,4709.553,17
VEN,2010,Venezuela,South America,96.205209018112,12173.363,23
VNM,2010,Vietnam,East Asia,127.00304598448,3333.975,19
YEM,2010,Yemen,Middle East and North Africa,48.697430497762,2575.885,19
ZWE,2010,Zimbabwe,Sub-Saharan Africa,61.249876108205,624.131,14
AFG,2009,Afghanistan,South Asia,37.89493697296,872.934,8
ALB,2009,Albania,Eastern Europe,78.184587702721,7859.423,14
DZA,2009,Algeria,Middle East and North Africa,89.95836606584,6719.65,20
AGO,2009,Angola,Sub-Saharan Africa,42.846573482365,5608.344,17
ATG,2009,Antigua and Barbuda,Caribbean,156.34414831981,18835.074,14
ARG,2009,Argentina,South America,131.12944921728,14573.57,21
ARM,2009,Armenia,Former Soviet Republics,73.833770080663,4967.193,14
AUS,2009,Australia,Australia and Oceania,100.73901140452,38538.582,23
AUT,2009,Austria,Wester Europe,136.57900995388,38272.056,25
AZE,2009,Azerbaijan,Former Soviet Republics,86.321949517185,9546.9,16
BHR,2009,Bahrain,Middle East and North Africa,117.66077316815,31744.032,24
BGD,2009,Bangladesh,South Asia,34.353344512589,1604.524,18
BRB,2009,Barbados,Caribbean,120.80779624811,23786.4,19
BLR,2009,Belarus,Former Soviet Republics,101.6840081946,12595.439,17
BEL,2009,Belgium,Wester Europe,108.40325853093,35385.627,24
BLZ,2009,Belize,Central America,53.745648071863,7847.973,17
BEN,2009,Benin,Sub-Saharan Africa,54.468858320772,1441.206,15
BTN,2009,Bhutan,South Asia,48.107564914512,4637.138,7
BOL,2009,Bolivia,South America,64.686554313915,4414.26,19
BIH,2009,Bosnia and Herzegovina,Eastern Europe,86.452044930532,7580.565,14
BWA,2009,Botswana,Sub-Saharan Africa,96.023292335203,12921.583,12
BRA,2009,Brazil,South America,87.541876512429,10400.537,20
BRN,2009,Brunei Darussalam,East Asia,104.68610547667,50602.945,20
BGR,2009,Bulgaria,Eastern Europe,138.60896016453,12550.127,17
BFA,2009,Burkina Faso,Sub-Saharan Africa,25.330462795977,1248.754,14
BDI,2009,Burundi,Sub-Saharan Africa,10.314565750989,556.531,17
KHM,2009,Cambodia,East Asia,44.842205586918,1928.128,17
CMR,2009,Cameroon,Sub-Saharan Africa,39.813678360143,2130.994,16
CAN,2009,Canada,North America,70.548305319605,38772.122,25
CPV,2009,Cape Verde,Sub-Saharan Africa,59.833770490453,3915.162,13
CAF,2009,Central African Republic,Sub-Saharan Africa,20.24357708309,775.308,15
TCD,2009,Chad,Sub-Saharan Africa,20.858566662482,2050.851,10
CHL,2009,Chile,South America,96.813120077421,15106.164,21
CHN,2009,China,East Asia,55.298083407078,6730.244,23
COL,2009,Colombia,South America,92.046409806648,9133.836,16
COM,2009,Comoros,Sub-Saharan Africa,18.405127181176,1180.203,7
COD,2009,Congo,Sub-Saharan Africa,14.731967190237,514.204,15
COG,2009,Congo,Sub-Saharan Africa,73.797152844977,4101.745,14
CRI,2009,Costa Rica,Central America,42.385096439711,10826.762,18
HRV,2009,Croatia,Eastern Europe,107.47338462918,17926.593,20
CYP,2009,Cyprus,Wester Europe,89.635350138875,27328.663,22
CZE,2009,Czech Republic,Eastern Europe,124.56681651742,25144.929,19
DNK,2009,Denmark,Wester Europe,123.68939092548,35178.241,28
DJI,2009,Djibouti,Middle East and North Africa,15.668753384072,2417.243,14
DMA,2009,Dominica,Caribbean,138.7402107161,13248.173,14
DOM,2009,Dominican Republic,Caribbean,87.308616270405,8200.159,20
ECU,2009,Ecuador,South America,89.735548395736,8276.555,16
EGY,2009,Egypt,Middle East and North Africa,69.436615037974,6047.453,23
SLV,2009,El Salvador,Central America,122.36216670084,6725.411,17
GNQ,2009,Equatorial Guinea,Sub-Saharan Africa,29.548600799881,24103.701,14
ERI,2009,Eritrea,Sub-Saharan Africa,2.5392734543637,626.978,6
EST,2009,Estonia,Former Soviet Republics,120.53570126596,17696.211,19
ETH,2009,Ethiopia,Sub-Saharan Africa,4.7758097453274,956.05,11
FJI,2009,Fiji,Australia and Oceania,75.075163141849,4427.526,16
FIN,2009,Finland,Wester Europe,144.08879462612,32806.282,30
FRA,2009,France,Wester Europe,92.096595746129,32872.272,24
GAB,2009,Gabon,Sub-Saharan Africa,98.137817983451,15255.554,18
GMB,2009,Gambia,Sub-Saharan Africa,80.626923747737,1798.708,18
GEO,2009,Georgia,Former Soviet Republics,64.461259964286,4722.127,15
DEU,2009,Germany,Wester Europe,126.22805774667,34034.332,25
GHA,2009,Ghana,Sub-Saharan Africa,63.773483969991,2541.226,18
GRC,2009,Greece,Wester Europe,119.79558933656,28198.96,17
GRD,2009,Grenada,Caribbean,109.71082304211,13064.86,20
GTM,2009,Guatemala,Central America,123.72202335151,4786.871,20
GIN,2009,Guinea,Sub-Saharan Africa,32.936073997324,1033.321,17
GNB,2009,Guinea-Bissau,Sub-Saharan Africa,37.756043985661,1141.366,7
GUY,2009,Guyana,South America,62.547835939851,6625.041,18
HTI,2009,Haiti,Caribbean,37.357325584146,1218.301,12
HND,2009,Honduras,Central America,112.32838329689,4290.104,14
HKG,2009,Hong Kong,East Asia,179.78160192838,43788.984,26
HUN,2009,Hungary,Wester Europe,117.55918794915,18166.119,20
ISL,2009,Iceland,Wester Europe,107.66044564449,37742.201,24
IND,2009,India,South Asia,43.477058192459,3141.299,15
IDN,2009,Indonesia,East Asia,68.920418404226,4071.551,26
IRN,2009,Iran,Middle East and North Africa,71.858147927781,12011.976,16
IRQ,2009,Iraq,Middle East and North Africa,66.693443225303,5775.023,8
IRL,2009,Ireland,Wester Europe,106.62520417907,38740.557,25
ISR,2009,Israel,Middle East and North Africa,124.03413674605,30158.12,20
ITA,2009,Italy,Wester Europe,149.50583950791,29360.185,25
CIV,2009,Cote d'Ivoire,Sub-Saharan Africa,70.878262439344,1657.99,14
JAM,2009,Jamaica,Caribbean,108.24993207054,8660.019,19
JPN,2009,Japan,East Asia,91.895544196738,32080.649,29
JOR,2009,Jordan,Middle East and North Africa,99.813694654401,5643.639,20
KAZ,2009,Kazakhstan,Former Soviet Republics,108.38214908554,11144.094,16
KEN,2009,Kenya,Sub-Saharan Africa,49.071174157905,1553.209,18
KIR,2009,Kiribati,Australia and Oceania,10.106399257347,6001.707,12
KWT,2009,Kuwait,Middle East and North Africa,91.870852341425,37421.352,24
KGZ,2009,Kyrgyz Republic,Former Soviet Republics,85.221979412818,2208.41,12
LAO,2009,Lao People's Democratic Republic,East Asia,52.921569406999,2280.733,18
LVA,2009,Latvia,Former Soviet Republics,109.05456847084,14829.517,18
LBN,2009,Lebanon,Middle East and North Africa,56.283488943998,12972.971,15
LSO,2009,Lesotho,Sub-Saharan Africa,30.755615691599,1730.905,14
LBR,2009,Liberia,Sub-Saharan Africa,28.394060877575,554.471,10
LBY,2009,Libyan Arab Jamahiriya,Middle East and North Africa,159.85196983732,15002.742,13
LTU,2009,Lithuania,Former Soviet Republics,148.49910074446,17389.159,18
LUX,2009,Luxembourg,Wester Europe,144.54464421942,75076.528,25
MKD,2009,Macedonia,Eastern Europe,92.509514138624,9503.727,14
MDG,2009,Madagascar,Sub-Saharan Africa,31.225164789569,956.1,16
MWI,2009,Malawi,Sub-Saharan Africa,17.056119881389,776.843,15
MYS,2009,Malaysia,East Asia,108.46940827318,14062.263,24
MDV,2009,Maldives,South Asia,146.8439944954,7710.49,14
MLI,2009,Mali,Sub-Saharan Africa,32.89656778641,1057.862,14
MLT,2009,Malta,Middle East and North Africa,101.65285872549,24432.464,19
MRT,2009,Mauritania,Sub-Saharan Africa,64.608882559665,1849.573,10
MUS,2009,Mauritius,Sub-Saharan Africa,84.139085435298,13342.921,20
MEX,2009,Mexico,North America,71.458175116836,13376.41,22
MDA,2009,Moldova,Former Soviet Republics,77.295188007948,2829.82,15
MNG,2009,Mongolia,East Asia,84.162998372516,3763.368,14
MNE,2009,Montenegro,Eastern Europe,208.93611319195,10570.534,6
MAR,2009,Morocco,Middle East and North Africa,80.925644517729,4567.885,23
MOZ,2009,Mozambique,Sub-Saharan Africa,25.558728694481,857.08,13
MMR,2009,Myanmar,East Asia,0.97400121729537,1373.07,17
NAM,2009,Namibia,Sub-Saharan Africa,76.117449141543,6456.184,15
NPL,2009,Nepal,South Asia,21.088310492888,1263.394,11
NLD,2009,Netherlands,Wester Europe,121.678083838,39606.583,25
NZL,2009,New Zealand,Australia and Oceania,108.72227957772,27139.238,23
NIC,2009,Nicaragua,Central America,58.571423567877,3801.829,17
NER,2009,Niger,Sub-Saharan Africa,17.358772294651,689.28,13
NGA,2009,Nigeria,Sub-Saharan Africa,47.958408304953,2255.279,17
NOR,2009,Norway,Wester Europe,110.76855160589,51517.796,29
OMN,2009,Oman,Middle East and North Africa,146.39957878296,25399.043,25
PAK,2009,Pakistan,South Asia,55.334397059581,2789.611,20
PAN,2009,Panama,Central America,167.78045857041,11774.804,14
PNG,2009,Papua New Guinea,Australia and Oceania,21.146794869022,2177.643,14
PRY,2009,Paraguay,South America,88.518984910789,5208.812,18
PER,2009,Peru,South America,85.367050313947,8554.781,20
PHL,2009,Philippines,East Asia,82.260972243988,3685.305,19
POL,2009,Poland,Eastern Europe,117.14388588444,17893.325,18
PRT,2009,Portugal,Wester Europe,111.47759693547,22478.833,21
QAT,2009,Qatar,Middle East and North Africa,124.59512992286,77198.287,20
ROU,2009,Romania,Eastern Europe,116.54243753569,11833.758,17
RUS,2009,Russian Federation,Former Soviet Republics,160.10189620983,14723.104,19
RWA,2009,Rwanda,Sub-Saharan Africa,23.559181575508,1191.977,12
KNA,2009,Saint Kitts and Nevis,Caribbean,145.94730432429,16657.037,14
LCA,2009,Saint Lucia,Caribbean,110.01983091535,12513.275,16
VCT,2009,Saint Vincent and the Grenadines,Caribbean,110.86051130903,11313.271,18
WSM,2009,Samoa,Australia and Oceania,82.784633856,5649.153,13
STP,2009,Sao Tome and Principe,Sub-Saharan Africa,49.736332030889,2063.124,8
SAU,2009,Saudi Arabia,Middle East and North Africa,167.34745527685,25742.681,20
SEN,2009,Senegal,Sub-Saharan Africa,54.831070610568,1799.757,16
SRB,2009,Serbia,Eastern Europe,125.12592006126,10044.11,6
SYC,2009,Seychelles,Sub-Saharan Africa,122.18112765934,21728.58,15
SLE,2009,Sierra Leone,Sub-Saharan Africa,20.211548704692,1046.556,10
SGP,2009,Singapore,East Asia,138.68588436827,50711.598,22
SVK,2009,Slovakia (Slovak Republic),Eastern Europe,100.83916486671,20894.804,19
SVN,2009,Slovenia,Eastern Europe,102.74854127288,26979.323,19
SLB,2009,Solomon Islands,Australia and Oceania,9.5397090388743,2747.092,16
ZAF,2009,South Africa,Sub-Saharan Africa,93.335873692097,9988.97,21
KOR,2009,Korea,East Asia,99.541685576503,27501.9,24
ESP,2009,Spain,Wester Europe,111.58018383641,29019.833,24
LKA,2009,Sri Lanka,South Asia,79.146120388437,4724.103,20
SDN,2009,Sudan,Sub-Saharan Africa,36.112301457198,2125.63,14
SUR,2009,Suriname,South America,146.8572955536,10673.976,17
SWZ,2009,Swaziland,Sub-Saharan Africa,56.869503442904,5766.169,12
SWE,2009,Sweden,Wester Europe,112.13393345753,35464.194,29
CHE,2009,Switzerland,Wester Europe,120.40371092095,41923.67,23
